Round,Agent,Route,Cost,Regret
1,0,O-L-D,320,30
1,1,O-L-D,320,30
1,2,O-R-D,280,0
1,3,O-R-D,280,0
1,4,O-L-D,320,30
1,5,O-R-D,280,0
1,6,O-R-D,280,0
1,7,O-R-D,280,0
1,8,O-L-D,320,30
1,9,O-L-D,320,30
1,10,O-L-D,320,30
1,11,O-R-D,280,0
1,12,O-L-D,320,30
1,13,O-L-D,320,30
1,14,O-L-D,320,30
1,15,O-L-D,320,30
1,16,O-R-D,280,0
1,17,O-L-D,320,30
2,0,O-R-D,390,170
2,1,O-R-D,390,170
2,2,O-R-D,390,170
2,3,O-R-D,390,170
2,4,O-R-D,390,170
2,5,O-R-D,390,170
2,6,O-R-D,390,170
2,7,O-R-D,390,170
2,8,O-R-D,390,170
2,9,O-R-D,390,170
2,10,O-R-D,390,170
2,11,O-R-D,390,170
2,12,O-R-D,390,170
2,13,O-R-D,390,170
2,14,O-R-D,390,170
2,15,O-R-D,390,170
2,16,O-R-D,390,170
2,17,O-R-D,390,170
3,0,O-L-D,350,90
3,1,O-R-D,250,0
3,2,O-L-D,350,90
3,3,O-L-D,350,90
3,4,O-R-D,250,0
3,5,O-L-D,350,90
3,6,O-R-D,250,0
3,7,O-L-D,350,90
3,8,O-R-D,250,0
3,9,O-L-D,350,90
3,10,O-L-D,350,90
3,11,O-L-D,350,90
3,12,O-L-D,350,90
3,13,O-L-D,350,90
3,14,O-L-D,350,90
3,15,O-L-D,350,90
3,16,O-L-D,350,90
3,17,O-L-D,350,90
4,0,O-R-D,330,50
4,1,O-R-D,330,50
4,2,O-L-D,270,0
4,3,O-R-D,330,50
4,4,O-L-D,270,0
4,5,O-L-D,270,0
4,6,O-R-D,330,50
4,7,O-R-D,330,50
4,8,O-R-D,330,50
4,9,O-R-D,330,50
4,10,O-L-D,270,0
4,11,O-R-D,330,50
4,12,O-R-D,330,50
4,13,O-R-D,330,50
4,14,O-L-D,270,0
4,15,O-R-D,330,50
4,16,O-R-D,330,50
4,17,O-L-D,270,0
5,0,O-R-D,280,0
5,1,O-L-D,320,30
5,2,O-R-D,280,0
5,3,O-L-D,320,30
5,4,O-L-D,320,30
5,5,O-L-D,320,30
5,6,O-L-D,320,30
5,7,O-L-D,320,30
5,8,O-L-D,320,30
5,9,O-R-D,280,0
5,10,O-R-D,280,0
5,11,O-L-D,320,30
5,12,O-R-D,280,0
5,13,O-L-D,320,30
5,14,O-R-D,280,0
5,15,O-R-D,280,0
5,16,O-L-D,320,30
5,17,O-L-D,320,30
6,0,O-R-D,320,30
6,1,O-L-D,280,0
6,2,O-R-D,320,30
6,3,O-L-D,280,0
6,4,O-R-D,320,30
6,5,O-R-D,320,30
6,6,O-L-D,280,0
6,7,O-R-D,320,30
6,8,O-L-D,280,0
6,9,O-R-D,320,30
6,10,O-R-D,320,30
6,11,O-R-D,320,30
6,12,O-R-D,320,30
6,13,O-R-D,320,30
6,14,O-L-D,280,0
6,15,O-L-D,280,0
6,16,O-R-D,320,30
6,17,O-L-D,280,0
7,0,O-L-D,330,50
7,1,O-L-D,330,50
7,2,O-L-D,330,50
7,3,O-L-D,330,50
7,4,O-L-D,330,50
7,5,O-L-D,330,50
7,6,O-L-D,330,50
7,7,O-R-D,270,0
7,8,O-L-D,330,50
7,9,O-L-D,330,50
