Round,Agent,Route,Payoff,Regret
1,0,O-L-R-D,40,0
2,0,O-R-D,20,190
3,0,O-L-D,10,170
4,0,O-R-D,10,140
5,0,O-L-D,10,130
6,0,O-R-D,10,130
7,0,O-L-D,10,130
8,0,O-R-D,10,120
9,0,O-L-D,10,120
10,0,O-R-D,10,120
11,0,O-L-D,10,120
12,0,O-R-D,10,120
13,0,O-L-D,10,120
14,0,O-R-D,10,120
15,0,O-L-D,10,120
16,0,O-R-D,10,120
17,0,O-L-D,10,120
18,0,O-R-D,10,120
19,0,O-L-D,10,120
20,0,O-R-D,10,120
21,0,O-L-D,10,120
22,0,O-R-D,10,120
23,0,O-L-D,10,120
24,0,O-R-D,10,120
25,0,O-L-D,10,120
26,0,O-R-D,10,120
27,0,O-L-D,10,120
28,0,O-R-D,10,120
29,0,O-L-D,10,120
30,0,O-R-D,10,120
31,0,O-L-D,10,120
32,0,O-R-D,10,120
33,0,O-L-D,10,120
34,0,O-R-D,10,120
35,0,O-L-D,10,120
36,0,O-R-D,10,120
37,0,O-L-D,10,120
38,0,O-R-D,10,120
39,0,O-L-D,10,120
40,0,O-R-D,10,120
1,1,O-L-R-D,40,0
2,1,O-R-D,20,190
3,1,O-L-D,10,170
4,1,O-L-R-D,160,0
5,1,O-L-R-D,150,0
6,1,O-L-R-D,150,0
7,1,O-L-R-D,150,0
8,1,O-L-R-D,140,0
9,1,O-L-R-D,140,0
10,1,O-L-R-D,140,0
11,1,O-L-R-D,140,0
12,1,O-L-R-D,140,0
13,1,O-L-R-D,140,0
14,1,O-L-R-D,140,0
15,1,O-L-R-D,140,0
16,1,O-L-R-D,140,0
17,1,O-L-R-D,140,0
18,1,O-L-R-D,140,0
19,1,O-L-R-D,140,0
20,1,O-L-R-D,140,0
21,1,O-L-R-D,140,0
22,1,O-L-R-D,140,0
23,1,O-L-R-D,140,0
24,1,O-L-R-D,140,0
25,1,O-L-R-D,140,0
26,1,O-L-R-D,140,0
27,1,O-L-R-D,140,0
28,1,O-L-R-D,140,0
29,1,O-L-R-D,140,0
30,1,O-L-R-D,140,0
31,1,O-L-R-D,140,0
32,1,O-L-R-D,140,0
33,1,O-L-R-D,140,0
34,1,O-L-R-D,140,0
35,1,O-L-R-D,140,0
36,1,O-L-R-D,140,0
37,1,O-L-R-D,140,0
38,1,O-L-R-D,140,0
39,1,O-L-R-D,140,0
40,1,O-L-R-D,140,0
1,2,O-L-R-D,40,0
2,2,O-R-D,20,190
3,2,O-L-D,10,170
4,2,O-R-D,10,140
5,2,O-L-D,10,130
6,2,O-R-D,10,130
7,2,O-L-D,10,130
8,2,O-R-D,10,120
9,2,O-L-D,10,120
10,2,O-R-D,10,120
11,2,O-L-D,10,120
12,2,O-R-D,10,120
13,2,O-L-D,10,120
14,2,O-R-D,10,120
15,2,O-L-D,10,120
