Round,Agent,Route,Payoff,Regret
1,0,O-R-D,70,50
2,0,O-L-D,20,150
3,0,O-R-D,20,150
4,0,O-L-D,50,90
5,0,O-R-D,30,130
6,0,O-L-D,80,30
7,0,O-L-D,100,0
8,0,O-R-D,110,0
9,0,O-R-D,60,70
10,0,O-L-D,10,170
11,0,O-L-D,160,0
12,0,O-R-D,110,0
13,0,O-L-D,100,0
14,0,O-R-D,80,30
15,0,O-L-D,100,0
16,0,O-L-D,110,0
17,0,O-L-D,120,0
18,0,O-L-D,70,50
19,0,O-R-D,80,30
20,0,O-L-D,140,0
21,0,O-L-D,40,110
22,0,O-R-D,60,70
23,0,O-R-D,130,0
24,0,O-R-D,80,30
25,0,O-R-D,120,0
26,0,O-L-D,130,0
27,0,O-R-D,120,0
28,0,O-R-D,90,10
29,0,O-L-D,70,50
30,0,O-R-D,60,70
31,0,O-L-D,70,50
32,0,O-R-D,70,50
33,0,O-L-D,100,0
34,0,O-L-D,110,0
35,0,O-L-D,100,0
36,0,O-R-D,110,0
37,0,O-L-D,110,0
38,0,O-L-D,90,10
39,0,O-R-D,90,10
40,0,O-L-D,70,50
1,1,O-L-D,130,0
2,1,O-L-D,20,150
3,1,O-R-D,20,150
4,1,O-L-D,50,90
5,1,O-R-D,30,130
6,1,O-L-D,80,30
7,1,O-R-D,100,0
8,1,O-R-D,110,0
9,1,O-L-D,140,0
10,1,O-L-D,10,170
11,1,O-R-D,40,110
12,1,O-R-D,110,0
13,1,O-L-D,100,0
14,1,O-R-D,80,30
15,1,O-R-D,100,0
16,1,O-R-D,90,10
17,1,O-R-D,80,30
18,1,O-R-D,130,0
19,1,O-L-D,120,0
20,1,O-R-D,60,70
21,1,O-L-D,40,110
22,1,O-L-D,140,0
23,1,O-L-D,70,50
24,1,O-R-D,80,30
25,1,O-R-D,120,0
26,1,O-R-D,70,50
27,1,O-R-D,120,0
28,1,O-L-D,110,0
29,1,O-L-D,70,50
30,1,O-L-D,140,0
31,1,O-R-D,130,0
32,1,O-R-D,70,50
33,1,O-L-D,100,0
34,1,O-L-D,110,0
35,1,O-R-D,100,0
36,1,O-L-D,90,10
37,1,O-R-D,90,10
38,1,O-L-D,90,10
39,1,O-L-D,110,0
40,1,O-L-D,70,50
1,2,O-R-D,70,50
2,2,O-L-D,20,150
3,2,O-R-D,20,150
4,2,O-L-D,50,90
5,2,O-R-D,30,130
6,2,O-L-D,80,30
7,2,O-L-D,100,0
8,2,O-R-D,110,0
9,2,O-R-D,60,70
10,2,O-L-D,10,170
11,2,O-R-D,40,110
12,2,O-L-D,90,10
13,2,O-R-D,100,0
14,2,O-R-D,80,30
15,2,O-L-D,100,0
16,2,O-R-D,90,10
17,2,O-R-D,80,30
18,2,O-L-D,70,50
19,2,O-R-D,80,30
20,2,O-L-D,140,0
21,2,O-R-D,160,0
22,2,O-L-D,140,0
23,2,O-L-D,70,50
24,2,O-L-D,120,0
25,2,O-L-D,80,30
26,2,O-L-D,130,0
27,2,O-L-D,80,30
28,2,O-R-D,90,10
29,2,O-L-D,70,50
30,2,O-R-D,60,70
31,2,O-L-D,70,50
32,2,O-L-D,130,0
33,2,O-L-D,100,0
34,2,O-R-D,90,10
35,2,O-R-D,100,0
36,2,O-R-D,110,0
37,2,O-R-D,90,10
38,2,O-L-D,90,10
39,2,O-R-D,90,10
40,2,O-R-D,130,0
1,3,O-L-D,130,0
2,3,O-L-D,20,150
3,3,O-R-D,20,150
4,3,O-L-D,50,90
5,3,O-R-D,30,130
6,3,O-L-D,80,30
7,3,O-R-D,100,0
8,3,O-R-D,110,0
9,3,O-R-D,60,70
10,3,O-L-D,10,170
11,3,O-R-D,40,110
12,3,O-L-D,90,10
13,3,O-R-D,100,0
14,3,O-R-D,80,30
15,3,O-R-D,100,0
16,3,O-R-D,90,10
17,3,O-R-D,80,30
18,3,O-L-D,70,50
19,3,O-R-D,80,30
20,3,O-R-D,60,70
21,3,O-L-D,40,110
22,3,O-R-D,60,70
23,3,O-R-D,130,0
24,3,O-R-D,80,30
25,3,O-L-D,80,30
26,3,O-R-D,70,50
27,3,O-R-D,120,0
28,3,O-R-D,90,10
29,3,O-R-D,130,0
30,3,O-R-D,60,70
31,3,O-R-D,130,0
32,3,O-R-D,70,50
33,3,O-L-D,100,0
34,3,O-L-D,110,0
35,3,O-R-D,100,0
36,3,O-L-D,90,10
37,3,O-R-D,90,10
38,3,O-L-D,90,10
39,3,O-R-D,90,10
40,3,O-L-D,70,50
1,4,O-R-D,70,50
2,4,O-L-D,20,150
3,4,O-R-D,20,150
4,4,O-L-D,50,90
5,4,O-R-D,30,130
6,4,O-L-D,80,30
7,4,O-L-D,100,0
8,4,O-L-D,90,10
9,4,O-R-D,60,70
10,4,O-L-D,10,170
11,4,O-L-D,160,0
12,4,O-L-D,90,10
13,4,O-L-D,100,0
14,4,O-L-D,120,0
15,4,O-R-D,100,0
16,4,O-L-D,110,0
17,4,O-R-D,80,30
18,4,O-L-D,70,50
19,4,O-L-D,120,0
20,4,O-R-D,60,70
21,4,O-L-D,40,110
22,4,O-R-D,60,70
23,4,O-L-D,70,50
24,4,O-L-D,120,0
25,4,O-L-D,80,30
26,4,O-R-D,70,50
27,4,O-L-D,80,30
28,4,O-L-D,110,0
29,4,O-L-D,70,50
30,4,O-L-D,140,0
31,4,O-L-D,70,50
32,4,O-R-D,70,50
33,4,O-L-D,100,0
34,4,O-L-D,110,0
35,4,O-L-D,100,0
36,4,O-L-D,90,10
37,4,O-L-D,110,0
38,4,O-R-D,110,0
39,4,O-L-D,110,0
40,4,O-L-D,70,50
1,5,O-L-D,130,0
2,5,O-L-D,20,150
3,5,O-R-D,20,150
4,5,O-R-D,150,0
5,5,O-L-D,170,0
6,5,O-L-D,80,30
7,5,O-R-D,100,0
8,5,O-L-D,90,10
9,5,O-R-D,60,70
10,5,O-L-D,10,170
11,5,O-R-D,40,110
12,5,O-L-D,90,10
13,5,O-L-D,100,0
14,5,O-R-D,80,30
15,5,O-L-D,100,0
16,5,O-R-D,90,10
17,5,O-L-D,120,0
18,5,O-L-D,70,50
19,5,O-L-D,120,0
20,5,O-R-D,60,70
21,5,O-L-D,40,110
