Round,Agent,Route,Payoff,Regret
1,0,O-L-D,120,0
2,0,O-R-D,150,0
3,0,O-L-D,180,0
4,0,O-R-D,170,0
5,0,O-L-D,170,0
6,0,O-R-D,180,0
7,0,O-L-D,180,0
8,0,O-R-D,180,0
9,0,O-L-D,180,0
10,0,O-R-D,170,0
11,0,O-L-D,180,0
12,0,O-R-D,180,0
13,0,O-L-D,180,0
14,0,O-R-D,180,0
15,0,O-L-D,180,0
16,0,O-R-D,170,0
17,0,O-L-D,170,0
18,0,O-R-D,160,0
19,0,O-L-D,150,0
20,0,O-R-D,150,0
21,0,O-L-D,170,0
22,0,O-R-D,170,0
23,0,O-L-D,170,0
24,0,O-R-D,160,0
25,0,O-L-D,150,0
26,0,O-R-D,140,0
27,0,O-L-D,130,0
28,0,O-R-D,120,0
29,0,O-L-D,120,0
30,0,O-R-D,140,0
31,0,O-L-D,150,0
32,0,O-R-D,150,0
33,0,O-L-D,150,0
34,0,O-R-D,150,0
35,0,O-L-D,150,0
36,0,O-R-D,150,0
37,0,O-L-D,150,0
38,0,O-R-D,150,0
39,0,O-L-D,150,0
40,0,O-R-D,150,0
1,1,O-R-D,80,30
2,1,O-L-D,50,90
3,1,O-R-D,20,150
4,1,O-L-D,30,130
5,1,O-R-D,30,130
6,1,O-L-D,20,150
7,1,O-R-D,20,150
8,1,O-L-D,20,150
9,1,O-R-D,20,150
10,1,O-L-D,30,130
11,1,O-R-D,20,150
12,1,O-L-D,20,150
13,1,O-R-D,20,150
14,1,O-L-D,20,150
15,1,O-R-D,20,150
16,1,O-L-D,30,130
17,1,O-R-D,30,130
18,1,O-L-D,40,110
19,1,O-L-D,150,0
20,1,O-L-D,50,90
21,1,O-R-D,30,130
22,1,O-L-D,30,130
23,1,O-R-D,30,130
24,1,O-L-D,40,110
25,1,O-R-D,50,90
26,1,O-R-D,140,0
27,1,O-L-D,130,0
28,1,O-R-D,120,0
29,1,O-L-D,120,0
30,1,O-R-D,140,0
31,1,O-L-D,150,0
32,1,O-R-D,150,0
33,1,O-L-D,150,0
34,1,O-R-D,150,0
35,1,O-L-D,150,0
36,1,O-R-D,150,0
37,1,O-L-D,150,0
38,1,O-R-D,150,0
39,1,O-L-D,150,0
40,1,O-R-D,150,0
1,2,O-R-D,80,30
2,2,O-L-D,50,90
3,2,O-R-D,20,150
4,2,O-L-D,30,130
5,2,O-R-D,30,130
6,2,O-L-D,20,150
7,2,O-R-D,20,150
8,2,O-L-D,20,150
9,2,O-R-D,20,150
10,2,O-L-D,30,130
11,2,O-R-D,20,150
12,2,O-L-D,20,150
13,2,O-R-D,20,150
14,2,O-L-D,20,150
15,2,O-R-D,20,150
16,2,O-L-D,30,130
17,2,O-R-D,30,130
18,2,O-L-D,40,110
19,2,O-R-D,50,90
20,2,O-L-D,50,90
21,2,O-R-D,30,130
22,2,O-L-D,30,130
23,2,O-R-D,30,130
24,2,O-L-D,40,110
25,2,O-R-D,50,90
26,2,O-L-D,60,70
27,2,O-R-D,70,50
28,2,O-L-D,80,30
29,2,O-R-D,80,30
30,2,O-L-D,60,70
31,2,O-R-D,50,90
32,2,O-L-D,50,90
33,2,O-R-D,50,90
34,2,O-L-D,50,90
35,2,O-R-D,50,90
36,2,O-L-D,50,90
37,2,O-R-D,50,90
38,2,O-L-D,50,90
39,2,O-R-D,50,90
40,2,O-L-D,50,90
1,3,O-R-D,80,30
2,3,O-L-D,50,90
3,3,O-R-D,20,150
4,3,O-L-D,30,130
5,3,O-R-D,30,130
6,3,O-L-D,20,150
7,3,O-R-D,20,150
8,3,O-L-D,20,150
9,3,O-R-D,20,150
10,3,O-L-D,30,130
11,3,O-R-D,20,150
12,3,O-L-D,20,150
13,3,O-R-D,20,150
14,3,O-L-D,20,150
15,3,O-R-D,20,150
16,3,O-L-D,30,130
17,3,O-R-D,30,130
18,3,O-L-D,40,110
19,3,O-R-D,50,90
20,3,O-L-D,50,90
21,3,O-R-D,30,130
22,3,O-L-D,30,130
23,3,O-R-D,30,130
24,3,O-L-D,40,110
25,3,O-R-D,50,90
26,3,O-L-D,60,70
27,3,O-R-D,70,50
28,3,O-R-D,120,0
29,3,O-R-D,80,30
30,3,O-L-D,60,70
31,3,O-R-D,50,90
32,3,O-L-D,50,90
33,3,O-R-D,50,90
34,3,O-L-D,50,90
35,3,O-R-D,50,90
36,3,O-L-D,50,90
37,3,O-R-D,50,90
38,3,O-L-D,50,90
39,3,O-R-D,50,90
40,3,O-L-D,50,90
1,4,O-L-D,120,0
2,4,O-R-D,150,0
3,4,O-R-D,20,150
4,4,O-L-D,30,130
5,4,O-R-D,30,130
6,4,O-L-D,20,150
7,4,O-R-D,20,150
8,4,O-L-D,20,150
9,4,O-R-D,20,150
10,4,O-R-D,170,0
11,4,O-R-D,20,150
12,4,O-L-D,20,150
13,4,O-R-D,20,150
14,4,O-L-D,20,150
15,4,O-R-D,20,150
16,4,O-L-D,30,130
17,4,O-R-D,30,130
18,4,O-L-D,40,110
19,4,O-R-D,50,90
20,4,O-L-D,50,90
21,4,O-R-D,30,130
22,4,O-L-D,30,130
23,4,O-R-D,30,130
24,4,O-L-D,40,110
25,4,O-R-D,50,90
26,4,O-L-D,60,70
27,4,O-L-D,130,0
28,4,O-L-D,80,30
29,4,O-R-D,80,30
30,4,O-L-D,60,70
31,4,O-R-D,50,90
32,4,O-L-D,50,90
33,4,O-R-D,50,90
34,4,O-L-D,50,90
35,4,O-R-D,50,90
36,4,O-L-D,50,90
37,4,O-R-D,50,90
38,4,O-L-D,50,90
39,4,O-R-D,50,90
40,4,O-L-D,50,90
1,5,O-R-D,80,30
2,5,O-L-D,50,90
3,5,O-R-D,20,150
4,5,O-L-D,30,130
5,5,O-R-D,30,130
6,5,O-L-D,20,150
7,5,O-R-D,20,150
8,5,O-L-D,20,150
9,5,O-R-D,20,150
10,5,O-L-D,30,130
11,5,O-R-D,20,150
12,5,O-L-D,20,150
13,5,O-R-D,20,150
14,5,O-L-D,20,150
15,5,O-R-D,20,150
16,5,O-L-D,30,130
17,5,O-R-D,30,130
18,5,O-L-D,40,110
19,5,O-R-D,50,90
20,5,O-L-D,50,90
21,5,O-R-D,30,130
22,5,O-L-D,30,130
23,5,O-R-D,30,130
24,5,O-L-D,40,110
25,5,O-R-D,50,90
26,5,O-L-D,60,70
27,5,O-L-D,130,0
28,5,O-L-D,80,30
29,5,O-L-D,120,0
30,5,O-L-D,60,70
31,5,O-R-D,50,90
32,5,O-L-D,50,90
33,5,O-R-D,50,90
34,5,O-L-D,50,90
35,5,O-R-D,50,90
36,5,O-L-D,50,90
37,5,O-R-D,50,90
38,5,O-L-D,50,90
39,5,O-R-D,50,90
40,5,O-L-D,50,90
1,6,O-R-D,80,30
2,6,O-L-D,50,90
3,6,O-R-D,20,150
4,6,O-L-D,30,130
5,6,O-R-D,30,130
6,6,O-L-D,20,150
7,6,O-R-D,20,150
8,6,O-L-D,20,150
9,6,O-R-D,20,150
10,6,O-L-D,30,130
11,6,O-R-D,20,150
12,6,O-L-D,20,150
13,6,O-R-D,20,150
14,6,O-L-D,20,150
15,6,O-R-D,20,150
16,6,O-L-D,30,130
17,6,O-R-D,30,130
18,6,O-L-D,40,110
19,6,O-R-D,50,90
20,6,O-L-D,50,90
21,6,O-R-D,30,130
22,6,O-L-D,30,130
23,6,O-R-D,30,130
24,6,O-L-D,40,110
25,6,O-R-D,50,90
26,6,O-L-D,60,70
27,6,O-R-D,70,50
28,6,O-L-D,80,30
29,6,O-R-D,80,30
30,6,O-L-D,60,70
31,6,O-R-D,50,90
32,6,O-L-D,50,90
33,6,O-R-D,50,90
34,6,O-L-D,50,90
35,6,O-R-D,50,90
36,6,O-L-D,50,90
37,6,O-R-D,50,90
38,6,O-L-D,50,90
39,6,O-R-D,50,90
40,6,O-L-D,50,90
1,7,O-R-D,80,30
2,7,O-L-D,50,90
3,7,O-R-D,20,150
4,7,O-L-D,30,130
5,7,O-R-D,30,130
6,7,O-L-D,20,150
7,7,O-R-D,20,150
8,7,O-L-D,20,150
9,7,O-R-D,20,150
10,7,O-L-D,30,130
11,7,O-R-D,20,150
12,7,O-L-D,20,150
13,7,O-R-D,20,150
14,7,O-L-D,20,150
15,7,O-R-D,20,150
16,7,O-L-D,30,130
17,7,O-R-D,30,130
18,7,O-L-D,40,110
19,7,O-R-D,50,90
20,7,O-L-D,50,90
21,7,O-R-D,30,130
22,7,O-L-D,30,130
23,7,O-R-D,30,130
24,7,O-L-D,40,110
25,7,O-R-D,50,90
26,7,O-L-D,60,70
27,7,O-R-D,70,50
28,7,O-L-D,80,30
29,7,O-R-D,80,30
30,7,O-L-D,60,70
31,7,O-R-D,50,90
32,7,O-L-D,50,90
33,7,O-R-D,50,90
34,7,O-L-D,50,90
35,7,O-R-D,50,90
36,7,O-L-D,50,90
37,7,O-R-D,50,90
38,7,O-L-D,50,90
39,7,O-R-D,50,90
40,7,O-L-D,50,90
1,8,O-R-D,80,30
2,8,O-L-D,50,90
3,8,O-R-D,20,150
4,8,O-L-D,30,130
5,8,O-R-D,30,130
6,8,O-L-D,20,150
7,8,O-R-D,20,150
8,8,O-L-D,20,150
9,8,O-R-D,20,150
10,8,O-L-D,30,130
11,8,O-R-D,20,150
12,8,O-L-D,20,150
13,8,O-R-D,20,150
14,8,O-L-D,20,150
15,8,O-R-D,20,150
16,8,O-L-D,30,130
17,8,O-R-D,30,130
18,8,O-L-D,40,110
19,8,O-R-D,50,90
20,8,O-L-D,50,90
21,8,O-R-D,30,130
22,8,O-L-D,30,130
23,8,O-R-D,30,130
24,8,O-L-D,40,110
25,8,O-R-D,50,90
26,8,O-L-D,60,70
27,8,O-R-D,70,50
28,8,O-L-D,80,30
29,8,O-R-D,80,30
30,8,O-L-D,60,70
31,8,O-R-D,50,90
32,8,O-L-D,50,90
