Round,Agent,Route,Payoff,Regret
1,0,O-R-D,50,90
2,0,O-L-D,20,150
3,0,O-R-D,20,150
4,0,O-L-D,30,130
5,0,O-R-D,30,130
6,0,O-L-D,40,110
7,0,O-R-D,40,110
8,0,O-L-D,50,90
9,0,O-R-D,50,90
10,0,O-L-D,40,110
11,0,O-R-D,40,110
12,0,O-L-D,50,90
13,0,O-R-D,50,90
14,0,O-L-D,50,90
15,0,O-R-D,50,90
16,0,O-L-D,60,70
17,0,O-R-D,50,90
18,0,O-L-D,60,70
19,0,O-R-D,60,70
20,0,O-L-D,70,50
21,0,O-R-D,60,70
22,0,O-L-D,70,50
23,0,O-R-D,60,70
24,0,O-L-D,70,50
25,0,O-R-D,50,90
26,0,O-L-D,60,70
27,0,O-R-D,60,70
28,0,O-L-D,70,50
29,0,O-R-D,60,70
30,0,O-L-D,60,70
31,0,O-R-D,60,70
32,0,O-L-D,60,70
33,0,O-R-D,60,70
34,0,O-L-D,60,70
35,0,O-R-D,50,90
36,0,O-L-D,50,90
37,0,O-R-D,50,90
38,0,O-L-D,50,90
39,0,O-R-D,50,90
40,0,O-L-D,50,90
1,1,O-L-D,150,0
2,1,O-L-D,20,150
3,1,O-R-D,20,150
4,1,O-L-D,30,130
5,1,O-R-D,30,130
6,1,O-R-D,160,0
7,1,O-R-D,40,110
8,1,O-L-D,50,90
9,1,O-R-D,50,90
10,1,O-L-D,40,110
11,1,O-R-D,40,110
12,1,O-L-D,50,90
13,1,O-R-D,50,90
14,1,O-L-D,50,90
15,1,O-R-D,50,90
16,1,O-L-D,60,70
17,1,O-R-D,50,90
18,1,O-L-D,60,70
19,1,O-R-D,60,70
20,1,O-R-D,130,0
21,1,O-R-D,60,70
22,1,O-L-D,70,50
23,1,O-R-D,60,70
24,1,O-L-D,70,50
25,1,O-R-D,50,90
26,1,O-L-D,60,70
27,1,O-R-D,60,70
28,1,O-R-D,130,0
29,1,O-R-D,60,70
30,1,O-L-D,60,70
31,1,O-R-D,60,70
32,1,O-L-D,60,70
33,1,O-R-D,60,70
34,1,O-L-D,60,70
35,1,O-R-D,50,90
36,1,O-L-D,50,90
37,1,O-R-D,50,90
38,1,O-L-D,50,90
39,1,O-R-D,50,90
40,1,O-L-D,50,90
1,2,O-R-D,50,90
2,2,O-L-D,20,150
3,2,O-R-D,20,150
4,2,O-L-D,30,130
5,2,O-R-D,30,130
6,2,O-L-D,40,110
7,2,O-R-D,40,110
8,2,O-L-D,50,90
9,2,O-R-D,50,90
10,2,O-L-D,40,110
11,2,O-R-D,40,110
12,2,O-L-D,50,90
13,2,O-R-D,50,90
14,2,O-L-D,50,90
15,2,O-R-D,50,90
16,2,O-L-D,60,70
17,2,O-R-D,50,90
18,2,O-L-D,60,70
19,2,O-R-D,60,70
20,2,O-L-D,70,50
21,2,O-R-D,60,70
22,2,O-L-D,70,50
23,2,O-R-D,60,70
24,2,O-L-D,70,50
25,2,O-R-D,50,90
26,2,O-L-D,60,70
27,2,O-R-D,60,70
28,2,O-L-D,70,50
29,2,O-R-D,60,70
30,2,O-L-D,60,70
31,2,O-R-D,60,70
32,2,O-L-D,60,70
33,2,O-R-D,60,70
34,2,O-L-D,60,70
35,2,O-R-D,50,90
36,2,O-L-D,50,90
37,2,O-R-D,50,90
38,2,O-L-D,50,90
39,2,O-R-D,50,90
40,2,O-L-D,50,90
1,3,O-R-D,50,90
2,3,O-L-D,20,150
3,3,O-R-D,20,150
4,3,O-L-D,30,130
5,3,O-R-D,30,130
6,3,O-L-D,40,110
7,3,O-R-D,40,110
8,3,O-L-D,50,90
9,3,O-R-D,50,90
10,3,O-L-D,40,110
11,3,O-R-D,40,110
12,3,O-L-D,50,90
13,3,O-R-D,50,90
14,3,O-L-D,50,90
15,3,O-R-D,50,90
16,3,O-L-D,60,70
17,3,O-R-D,50,90
18,3,O-L-D,60,70
19,3,O-R-D,60,70
20,3,O-L-D,70,50
21,3,O-R-D,60,70
22,3,O-L-D,70,50
23,3,O-R-D,60,70
24,3,O-L-D,70,50
25,3,O-R-D,50,90
26,3,O-L-D,60,70
27,3,O-R-D,60,70
28,3,O-L-D,70,50
29,3,O-R-D,60,70
30,3,O-L-D,60,70
31,3,O-R-D,60,70
32,3,O-L-D,60,70
33,3,O-R-D,60,70
34,3,O-L-D,60,70
35,3,O-R-D,50,90
36,3,O-L-D,50,90
37,3,O-R-D,50,90
38,3,O-L-D,50,90
39,3,O-R-D,50,90
40,3,O-L-D,50,90
1,4,O-L-D,150,0
2,4,O-L-D,20,150
3,4,O-R-D,20,150
4,4,O-L-D,30,130
5,4,O-R-D,30,130
6,4,O-L-D,40,110
7,4,O-R-D,40,110
8,4,O-R-D,150,0
9,4,O-L-D,150,0
10,4,O-R-D,160,0
11,4,O-L-D,160,0
12,4,O-R-D,150,0
13,4,O-L-D,150,0
14,4,O-R-D,150,0
15,4,O-L-D,150,0
16,4,O-R-D,140,0
17,4,O-L-D,150,0
18,4,O-R-D,140,0
19,4,O-L-D,140,0
20,4,O-R-D,130,0
21,4,O-L-D,140,0
22,4,O-R-D,130,0
23,4,O-L-D,140,0
24,4,O-R-D,130,0
25,4,O-L-D,150,0
26,4,O-R-D,140,0
27,4,O-L-D,140,0
28,4,O-R-D,130,0
29,4,O-L-D,140,0
30,4,O-R-D,140,0
31,4,O-L-D,140,0
32,4,O-R-D,140,0
33,4,O-L-D,140,0
34,4,O-R-D,140,0
35,4,O-L-D,150,0
36,4,O-R-D,150,0
37,4,O-L-D,150,0
38,4,O-R-D,150,0
39,4,O-L-D,150,0
40,4,O-R-D,150,0
1,5,O-R-D,50,90
2,5,O-L-D,20,150
3,5,O-R-D,20,150
4,5,O-L-D,30,130
5,5,O-R-D,30,130
6,5,O-L-D,40,110
7,5,O-L-D,160,0
8,5,O-R-D,150,0
9,5,O-L-D,150,0
10,5,O-R-D,160,0
11,5,O-L-D,160,0
12,5,O-R-D,150,0
13,5,O-L-D,150,0
14,5,O-R-D,150,0
15,5,O-L-D,150,0
16,5,O-R-D,140,0
17,5,O-L-D,150,0
18,5,O-R-D,140,0
19,5,O-L-D,140,0
20,5,O-R-D,130,0
21,5,O-L-D,140,0
22,5,O-R-D,130,0
23,5,O-L-D,140,0
24,5,O-R-D,130,0
25,5,O-L-D,150,0
26,5,O-R-D,140,0
27,5,O-L-D,140,0
28,5,O-R-D,130,0
29,5,O-L-D,140,0
30,5,O-R-D,140,0
31,5,O-L-D,140,0
32,5,O-R-D,140,0
33,5,O-L-D,140,0
34,5,O-R-D,140,0
35,5,O-R-D,50,90
36,5,O-L-D,50,90
37,5,O-R-D,50,90
38,5,O-L-D,50,90
39,5,O-R-D,50,90
40,5,O-L-D,50,90
1,6,O-R-D,50,90
2,6,O-L-D,20,150
3,6,O-R-D,20,150
4,6,O-L-D,30,130
5,6,O-R-D,30,130
6,6,O-L-D,40,110
7,6,O-R-D,40,110
8,6,O-L-D,50,90
9,6,O-R-D,50,90
10,6,O-L-D,40,110
11,6,O-R-D,40,110
12,6,O-L-D,50,90
13,6,O-R-D,50,90
14,6,O-L-D,50,90
15,6,O-R-D,50,90
16,6,O-L-D,60,70
17,6,O-R-D,50,90
18,6,O-L-D,60,70
19,6,O-R-D,60,70
20,6,O-L-D,70,50
21,6,O-R-D,60,70
22,6,O-L-D,70,50
23,6,O-R-D,60,70
24,6,O-L-D,70,50
25,6,O-R-D,50,90
26,6,O-L-D,60,70
27,6,O-R-D,60,70
28,6,O-L-D,70,50
29,6,O-R-D,60,70
30,6,O-L-D,60,70
31,6,O-R-D,60,70
32,6,O-L-D,60,70
33,6,O-R-D,60,70
34,6,O-L-D,60,70
35,6,O-R-D,50,90
36,6,O-L-D,50,90
37,6,O-R-D,50,90
38,6,O-L-D,50,90
39,6,O-R-D,50,90
40,6,O-L-D,50,90
1,7,O-R-D,50,90
2,7,O-L-D,20,150
3,7,O-R-D,20,150
4,7,O-L-D,30,130
5,7,O-R-D,30,130
6,7,O-L-D,40,110
7,7,O-R-D,40,110
8,7,O-L-D,50,90
9,7,O-R-D,50,90
10,7,O-L-D,40,110
11,7,O-R-D,40,110
12,7,O-L-D,50,90
13,7,O-R-D,50,90
14,7,O-L-D,50,90
15,7,O-R-D,50,90
16,7,O-L-D,60,70
17,7,O-R-D,50,90
18,7,O-L-D,60,70
19,7,O-R-D,60,70
20,7,O-L-D,70,50
21,7,O-R-D,60,70
22,7,O-L-D,70,50
23,7,O-R-D,60,70
24,7,O-L-D,70,50
25,7,O-R-D,50,90
26,7,O-L-D,60,70
27,7,O-R-D,60,70
28,7,O-L-D,70,50
29,7,O-R-D,60,70
30,7,O-L-D,60,70
31,7,O-R-D,60,70
32,7,O-L-D,60,70
33,7,O-R-D,60,70
34,7,O-L-D,60,70
35,7,O-R-D,50,90
36,7,O-L-D,50,90
37,7,O-R-D,50,90
38,7,O-L-D,50,90
39,7,O-R-D,50,90
40,7,O-L-D,50,90
1,8,O-L-D,150,0
2,8,O-L-D,20,150
3,8,O-R-D,20,150
4,8,O-R-D,170,0
5,8,O-L-D,170,0
6,8,O-R-D,160,0
7,8,O-L-D,160,0
8,8,O-R-D,150,0
9,8,O-L-D,150,0
10,8,O-L-D,40,110
11,8,O-R-D,40,110
12,8,O-R-D,150,0
13,8,O-L-D,150,0
14,8,O-R-D,150,0
15,8,O-L-D,150,0
16,8,O-R-D,140,0
17,8,O-L-D,150,0
18,8,O-R-D,140,0
19,8,O-L-D,140,0
20,8,O-R-D,130,0
21,8,O-L-D,140,0
22,8,O-R-D,130,0
23,8,O-L-D,140,0
24,8,O-R-D,130,0
25,8,O-L-D,150,0
26,8,O-R-D,140,0
27,8,O-L-D,140,0
28,8,O-R-D,130,0
29,8,O-L-D,140,0
30,8,O-R-D,140,0
31,8,O-L-D,140,0
32,8,O-R-D,140,0
33,8,O-L-D,140,0
34,8,O-R-D,140,0
35,8,O-L-D,150,0
36,8,O-R-D,150,0
37,8,O-L-D,150,0
38,8,O-R-D,150,0
39,8,O-L-D,150,0
40,8,O-R-D,150,0
1,9,O-L-D,150,0
2,9,O-L-D,20,150
3,9,O-R-D,20,150
4,9,O-L-D,30,130
5,9,O-R-D,30,130
6,9,O-L-D,40,110
7,9,O-R-D,40,110
8,9,O-L-D,50,90
9,9,O-R-D,50,90
10,9,O-L-D,40,110
11,9,O-R-D,40,110
12,9,O-L-D,50,90
13,9,O-R-D,50,90
14,9,O-L-D,50,90
15,9,O-R-D,50,90
16,9,O-L-D,60,70
17,9,O-R-D,50,90
18,9,O-L-D,60,70
19,9,O-R-D,60,70
20,9,O-L-D,70,50
21,9,O-R-D,60,70
22,9,O-L-D,70,50
23,9,O-R-D,60,70
24,9,O-L-D,70,50
25,9,O-R-D,50,90
26,9,O-L-D,60,70
27,9,O-R-D,60,70
28,9,O-L-D,70,50
29,9,O-R-D,60,70
30,9,O-L-D,60,70
31,9,O-R-D,60,70
32,9,O-L-D,60,70
33,9,O-R-D,60,70
34,9,O-L-D,60,70
35,9,O-R-D,50,90
36,9,O-L-D,50,90
37,9,O-R-D,50,90
38,9,O-L-D,50,90
39,9,O-R-D,50,90
40,9,O-L-D,50,90
1,10,O-R-D,50,90
2,10,O-L-D,20,150
3,10,O-R-D,20,150
4,10,O-L-D,30,130
5,10,O-R-D,30,130
6,10,O-L-D,40,110
7,10,O-R-D,40,110
8,10,O-L-D,50,90
9,10,O-R-D,50,90
10,10,O-L-D,40,110
11,10,O-R-D,40,110
12,10,O-L-D,50,90
13,10,O-R-D,50,90
14,10,O-L-D,50,90
15,10,O-R-D,50,90
16,10,O-L-D,60,70
17,10,O-R-D,50,90
18,10,O-L-D,60,70
19,10,O-R-D,60,70
20,10,O-L-D,70,50
21,10,O-R-D,60,70
22,10,O-L-D,70,50
23,10,O-R-D,60,70
24,10,O-L-D,70,50
25,10,O-R-D,50,90
26,10,O-L-D,60,70
27,10,O-R-D,60,70
28,10,O-L-D,70,50
29,10,O-R-D,60,70
30,10,O-L-D,60,70
31,10,O-R-D,60,70
32,10,O-L-D,60,70
33,10,O-R-D,60,70
34,10,O-L-D,60,70
35,10,O-R-D,50,90
36,10,O-L-D,50,90
37,10,O-R-D,50,90
38,10,O-L-D,50,90
39,10,O-R-D,50,90
40,10,O-L-D,50,90
1,11,O-R-D,50,90
2,11,O-L-D,20,150
3,11,O-R-D,20,150
4,11,O-L-D,30,130
5,11,O-R-D,30,130
6,11,O-L-D,40,110
7,11,O-R-D,40,110
8,11,O-L-D,50,90
9,11,O-R-D,50,90
10,11,O-L-D,40,110
