Round,Agent,Route,Payoff,Regret
1,0,O-R-D,10,40
2,0,O-L-D,110,50
3,0,O-L-R-D,120,0
4,0,O-L-R-D,140,0
5,0,O-L-R-D,130,0
6,0,O-L-R-D,140,0
7,0,O-L-R-D,130,0
8,0,O-L-R-D,140,0
9,0,O-L-R-D,120,0
10,0,O-L-R-D,130,0
11,0,O-L-R-D,130,0
12,0,O-L-R-D,130,0
13,0,O-L-R-D,130,0
14,0,O-L-R-D,130,0
15,0,O-L-R-D,130,0
16,0,O-L-R-D,130,0
17,0,O-L-R-D,130,0
18,0,O-L-R-D,130,0
19,0,O-L-R-D,130,0
20,0,O-L-R-D,130,0
21,0,O-L-R-D,130,0
22,0,O-L-R-D,130,0
23,0,O-L-R-D,130,0
24,0,O-L-R-D,130,0
25,0,O-L-R-D,130,0
26,0,O-L-R-D,130,0
27,0,O-L-R-D,130,0
28,0,O-L-R-D,130,0
29,0,O-L-R-D,130,0
30,0,O-L-R-D,130,0
31,0,O-L-R-D,130,0
32,0,O-L-R-D,130,0
33,0,O-L-R-D,130,0
34,0,O-L-R-D,130,0
35,0,O-L-R-D,130,0
36,0,O-L-R-D,130,0
37,0,O-L-R-D,130,0
38,0,O-L-R-D,130,0
39,0,O-L-R-D,130,0
40,0,O-L-R-D,130,0
1,1,O-L-R-D,60,0
2,1,O-R-D,40,120
3,1,O-L-R-D,120,0
4,1,O-R-D,10,120
5,1,O-L-R-D,130,0
6,1,O-R-D,10,120
7,1,O-L-R-D,130,0
8,1,O-R-D,10,120
9,1,O-L-R-D,120,0
10,1,O-R-D,10,110
11,1,O-L-D,10,110
12,1,O-R-D,10,110
13,1,O-L-D,10,110
14,1,O-R-D,10,110
15,1,O-L-D,10,110
16,1,O-R-D,10,110
17,1,O-L-D,10,110
18,1,O-R-D,10,110
19,1,O-L-D,10,110
20,1,O-R-D,10,110
21,1,O-L-D,10,110
22,1,O-R-D,10,110
23,1,O-L-D,10,110
24,1,O-R-D,20,100
25,1,O-L-D,10,110
26,1,O-R-D,10,110
27,1,O-L-D,10,110
28,1,O-R-D,10,110
29,1,O-L-D,10,110
30,1,O-R-D,10,110
31,1,O-L-D,10,110
32,1,O-R-D,10,110
33,1,O-L-D,10,110
34,1,O-R-D,10,110
35,1,O-L-D,10,110
36,1,O-R-D,10,110
37,1,O-L-D,10,110
38,1,O-R-D,10,110
39,1,O-L-D,10,110
40,1,O-R-D,10,110
1,2,O-L-R-D,60,0
2,2,O-R-D,40,120
3,2,O-L-D,10,100
4,2,O-R-D,10,120
5,2,O-L-D,10,110
6,2,O-R-D,10,120
7,2,O-L-D,10,110
8,2,O-R-D,10,120
9,2,O-L-D,10,100
10,2,O-R-D,10,110
11,2,O-L-D,10,110
12,2,O-R-D,10,110
13,2,O-L-D,10,110
14,2,O-R-D,10,110
15,2,O-L-D,10,110
16,2,O-R-D,10,110
17,2,O-L-D,10,110
18,2,O-R-D,10,110
19,2,O-L-D,10,110
20,2,O-R-D,10,110
21,2,O-L-D,10,110
22,2,O-R-D,10,110
23,2,O-L-D,10,110
24,2,O-R-D,20,100
25,2,O-L-D,10,110
26,2,O-R-D,10,110
27,2,O-L-D,10,110
28,2,O-R-D,10,110
29,2,O-L-D,10,110
