Round,Agent,Route,Payoff,Regret
1,0,O-L-D,150,0
2,0,O-L-D,40,110
3,0,O-R-D,40,110
4,0,O-L-D,40,110
5,0,O-R-D,60,70
6,0,O-R-D,50,90
7,0,O-L-D,80,30
8,0,O-L-D,110,0
9,0,O-R-D,100,0
10,0,O-L-D,100,0
11,0,O-R-D,100,0
12,0,O-R-D,70,50
13,0,O-L-D,80,30
14,0,O-R-D,80,30
15,0,O-L-D,30,130
16,0,O-R-D,40,110
17,0,O-R-D,140,0
18,0,O-L-D,130,0
19,0,O-L-D,40,110
20,0,O-R-D,40,110
21,0,O-L-D,70,50
22,0,O-R-D,40,110
23,0,O-L-D,60,70
24,0,O-R-D,90,10
25,0,O-L-D,70,50
26,0,O-R-D,90,10
27,0,O-L-D,110,0
28,0,O-L-D,110,0
29,0,O-R-D,90,10
30,0,O-R-D,100,0
31,0,O-L-D,80,30
32,0,O-R-D,70,50
33,0,O-L-D,50,90
34,0,O-R-D,10,170
35,0,O-L-D,30,130
36,0,O-R-D,60,70
37,0,O-R-D,110,0
38,0,O-R-D,80,30
39,0,O-R-D,90,10
40,0,O-R-D,120,0
1,1,O-R-D,50,90
2,1,O-L-D,40,110
3,1,O-R-D,40,110
4,1,O-L-D,40,110
5,1,O-L-D,140,0
6,1,O-R-D,50,90
7,1,O-R-D,120,0
8,1,O-R-D,90,10
9,1,O-R-D,100,0
10,1,O-R-D,100,0
11,1,O-L-D,100,0
12,1,O-R-D,70,50
13,1,O-L-D,80,30
14,1,O-R-D,80,30
15,1,O-L-D,30,130
16,1,O-R-D,40,110
17,1,O-L-D,60,70
18,1,O-R-D,70,50
19,1,O-R-D,160,0
20,1,O-R-D,40,110
21,1,O-L-D,70,50
22,1,O-R-D,40,110
23,1,O-L-D,60,70
24,1,O-R-D,90,10
25,1,O-L-D,70,50
26,1,O-L-D,110,0
27,1,O-L-D,110,0
28,1,O-R-D,90,10
29,1,O-L-D,110,0
30,1,O-L-D,100,0
31,1,O-R-D,120,0
32,1,O-L-D,130,0
33,1,O-L-D,50,90
34,1,O-R-D,10,170
35,1,O-L-D,30,130
36,1,O-R-D,60,70
37,1,O-L-D,90,10
38,1,O-L-D,120,0
39,1,O-L-D,110,0
40,1,O-L-D,80,30
1,2,O-R-D,50,90
2,2,O-L-D,40,110
3,2,O-L-D,160,0
4,2,O-L-D,40,110
5,2,O-R-D,60,70
6,2,O-R-D,50,90
7,2,O-L-D,80,30
8,2,O-L-D,110,0
9,2,O-L-D,100,0
10,2,O-L-D,100,0
11,2,O-L-D,100,0
12,2,O-L-D,130,0
13,2,O-L-D,80,30
14,2,O-R-D,80,30
15,2,O-L-D,30,130
16,2,O-R-D,40,110
17,2,O-L-D,60,70
18,2,O-R-D,70,50
19,2,O-L-D,40,110
20,2,O-R-D,40,110
21,2,O-R-D,130,0
22,2,O-R-D,40,110
23,2,O-L-D,60,70
24,2,O-L-D,110,0
25,2,O-L-D,70,50
26,2,O-R-D,90,10
27,2,O-L-D,110,0
28,2,O-L-D,110,0
29,2,O-R-D,90,10
30,2,O-L-D,100,0
31,2,O-R-D,120,0
32,2,O-R-D,70,50
33,2,O-L-D,50,90
34,2,O-R-D,10,170
35,2,O-R-D,170,0
36,2,O-R-D,60,70
37,2,O-R-D,110,0
38,2,O-R-D,80,30
39,2,O-L-D,110,0
40,2,O-L-D,80,30
1,3,O-R-D,50,90
2,3,O-L-D,40,110
3,3,O-R-D,40,110
4,3,O-L-D,40,110
5,3,O-R-D,60,70
6,3,O-R-D,50,90
7,3,O-R-D,120,0
8,3,O-R-D,90,10
9,3,O-L-D,100,0
10,3,O-L-D,100,0
11,3,O-R-D,100,0
12,3,O-R-D,70,50
13,3,O-L-D,80,30
14,3,O-R-D,80,30
15,3,O-L-D,30,130
16,3,O-R-D,40,110
17,3,O-L-D,60,70
18,3,O-L-D,130,0
19,3,O-L-D,40,110
20,3,O-R-D,40,110
21,3,O-L-D,70,50
22,3,O-L-D,160,0
23,3,O-R-D,140,0
24,3,O-R-D,90,10
25,3,O-L-D,70,50
26,3,O-R-D,90,10
27,3,O-R-D,90,10
28,3,O-L-D,110,0
29,3,O-R-D,90,10
30,3,O-R-D,100,0
31,3,O-L-D,80,30
32,3,O-R-D,70,50
33,3,O-R-D,150,0
34,3,O-R-D,10,170
35,3,O-L-D,30,130
36,3,O-L-D,140,0
37,3,O-L-D,90,10
38,3,O-R-D,80,30
39,3,O-L-D,110,0
40,3,O-L-D,80,30
1,4,O-R-D,50,90
2,4,O-L-D,40,110
3,4,O-R-D,40,110
4,4,O-L-D,40,110
5,4,O-R-D,60,70
6,4,O-L-D,150,0
7,4,O-R-D,120,0
8,4,O-R-D,90,10
9,4,O-R-D,100,0
10,4,O-L-D,100,0
11,4,O-R-D,100,0
12,4,O-L-D,130,0
13,4,O-L-D,80,30
14,4,O-R-D,80,30
15,4,O-L-D,30,130
16,4,O-R-D,40,110
17,4,O-L-D,60,70
18,4,O-R-D,70,50
19,4,O-L-D,40,110
20,4,O-R-D,40,110
21,4,O-L-D,70,50
22,4,O-L-D,160,0
23,4,O-R-D,140,0
24,4,O-R-D,90,10
25,4,O-L-D,70,50
26,4,O-R-D,90,10
27,4,O-L-D,110,0
28,4,O-R-D,90,10
29,4,O-L-D,110,0
30,4,O-L-D,100,0
31,4,O-L-D,80,30
32,4,O-R-D,70,50
33,4,O-L-D,50,90
34,4,O-R-D,10,170
35,4,O-L-D,30,130
36,4,O-R-D,60,70
37,4,O-R-D,110,0
38,4,O-R-D,80,30
39,4,O-R-D,90,10
40,4,O-R-D,120,0
1,5,O-R-D,50,90
2,5,O-L-D,40,110
3,5,O-R-D,40,110
4,5,O-R-D,160,0
5,5,O-L-D,140,0
6,5,O-L-D,150,0
7,5,O-R-D,120,0
8,5,O-R-D,90,10
9,5,O-L-D,100,0
10,5,O-R-D,100,0
11,5,O-L-D,100,0
12,5,O-R-D,70,50
13,5,O-L-D,80,30
14,5,O-R-D,80,30
15,5,O-L-D,30,130
16,5,O-R-D,40,110
17,5,O-L-D,60,70
18,5,O-R-D,70,50
19,5,O-L-D,40,110
20,5,O-R-D,40,110
21,5,O-R-D,130,0
22,5,O-L-D,160,0
23,5,O-L-D,60,70
24,5,O-R-D,90,10
25,5,O-R-D,130,0
26,5,O-R-D,90,10
27,5,O-R-D,90,10
28,5,O-L-D,110,0
29,5,O-R-D,90,10
30,5,O-R-D,100,0
31,5,O-L-D,80,30
32,5,O-R-D,70,50
33,5,O-R-D,150,0
34,5,O-R-D,10,170
35,5,O-L-D,30,130
36,5,O-L-D,140,0
37,5,O-R-D,110,0
38,5,O-L-D,120,0
39,5,O-R-D,90,10
40,5,O-R-D,120,0
1,6,O-R-D,50,90
2,6,O-L-D,40,110
3,6,O-R-D,40,110
4,6,O-R-D,160,0
5,6,O-L-D,140,0
6,6,O-R-D,50,90
7,6,O-L-D,80,30
8,6,O-L-D,110,0
9,6,O-R-D,100,0
