Round,Agent,Route,Payoff,Regret
1,0,O-L-R-D,110,0
2,0,O-L-D,40,130
3,0,O-L-R-D,210,0
4,0,O-L-D,30,150
5,0,O-L-R-D,60,0
6,0,O-L-D,50,140
7,0,O-R-D,20,160
8,0,O-R-D,90,50
9,0,O-L-R-D,130,0
10,0,O-L-R-D,100,0
11,0,O-L-D,50,130
12,0,O-R-D,20,160
13,0,O-L-D,40,140
14,0,O-L-R-D,120,0
15,0,O-L-D,40,100
16,0,O-R-D,70,110
17,0,O-L-D,50,90
18,0,O-L-D,80,80
19,0,O-L-D,40,70
20,0,O-R-D,60,110
21,0,O-L-D,80,100
22,0,O-L-R-D,70,0
23,0,O-L-D,110,50
24,0,O-R-D,120,60
25,0,O-L-D,90,50
26,0,O-L-R-D,140,0
27,0,O-R-D,90,80
28,0,O-L-R-D,180,0
29,0,O-R-D,70,100
30,0,O-L-R-D,130,0
31,0,O-R-D,90,90
32,0,O-L-D,50,70
33,0,O-R-D,40,100
34,0,O-L-R-D,160,0
35,0,O-L-R-D,140,0
36,0,O-L-D,80,70
37,0,O-L-R-D,150,0
38,0,O-L-R-D,150,0
39,0,O-R-D,60,130
40,0,O-R-D,90,90
1,1,O-L-R-D,110,0
2,1,O-L-D,40,130
3,1,O-R-D,10,190
4,1,O-L-R-D,190,0
5,1,O-L-R-D,60,0
6,1,O-L-D,50,140
7,1,O-L-R-D,190,0
8,1,O-L-R-D,150,0
9,1,O-R-D,60,60
10,1,O-L-D,30,60
11,1,O-R-D,120,60
12,1,O-R-D,20,160
13,1,O-L-D,40,140
14,1,O-R-D,10,100
15,1,O-L-R-D,150,0
16,1,O-R-D,70,110
17,1,O-L-D,50,90
18,1,O-R-D,70,90
19,1,O-L-R-D,120,0
20,1,O-R-D,60,110
21,1,O-L-R-D,190,0
22,1,O-L-R-D,70,0
23,1,O-L-R-D,170,0
24,1,O-L-D,50,130
25,1,O-L-R-D,150,0
26,1,O-L-R-D,140,0
27,1,O-L-D,70,100
28,1,O-R-D,70,100
29,1,O-R-D,70,100
30,1,O-L-D,40,80
31,1,O-R-D,90,90
32,1,O-L-D,50,70
33,1,O-L-R-D,150,0
34,1,O-R-D,60,90
35,1,O-L-D,50,80
36,1,O-L-D,80,70
37,1,O-L-R-D,150,0
38,1,O-L-D,30,110
39,1,O-R-D,60,130
40,1,O-L-R-D,190,0
1,2,O-L-R-D,110,0
2,2,O-L-R-D,180,0
3,2,O-R-D,10,190
4,2,O-L-D,30,150
5,2,O-L-R-D,60,0
6,2,O-L-R-D,200,0
7,2,O-R-D,20,160
