Round,Agent,Route,Payoff,Regret
1,0,O-L-R-D,40,0
2,0,O-R-D,30,180
3,0,O-L-D,10,150
4,0,O-R-D,10,150
5,0,O-L-R-D,170,0
6,0,O-R-D,10,170
7,0,O-L-D,10,150
8,0,O-R-D,10,170
9,0,O-L-D,10,170
10,0,O-R-D,10,150
11,0,O-L-D,10,170
12,0,O-R-D,10,170
13,0,O-L-D,10,180
14,0,O-R-D,10,170
15,0,O-L-D,10,180
16,0,O-R-D,10,180
17,0,O-L-D,10,180
18,0,O-R-D,10,170
19,0,O-L-D,10,180
20,0,O-R-D,10,170
21,0,O-L-D,10,170
22,0,O-R-D,10,170
23,0,O-L-D,10,180
24,0,O-R-D,10,170
25,0,O-L-D,10,180
26,0,O-R-D,10,180
27,0,O-L-D,10,180
28,0,O-R-D,10,180
29,0,O-L-D,10,190
30,0,O-R-D,10,170
31,0,O-L-D,10,180
32,0,O-R-D,10,170
33,0,O-L-D,10,180
34,0,O-R-D,10,170
35,0,O-L-D,10,190
36,0,O-R-D,10,180
37,0,O-L-D,10,190
38,0,O-R-D,10,170
39,0,O-L-D,10,190
40,0,O-R-D,10,170
1,1,O-L-R-D,40,0
2,1,O-R-D,30,180
3,1,O-L-R-D,170,0
4,1,O-R-D,10,150
5,1,O-L-D,10,150
6,1,O-R-D,10,170
7,1,O-L-D,10,150
8,1,O-R-D,10,170
9,1,O-L-D,10,170
10,1,O-R-D,10,150
11,1,O-L-D,10,170
12,1,O-R-D,10,170
13,1,O-L-D,10,180
14,1,O-R-D,10,170
15,1,O-L-D,10,180
16,1,O-R-D,10,180
17,1,O-L-D,10,180
18,1,O-R-D,10,170
19,1,O-L-D,10,180
20,1,O-R-D,10,170
21,1,O-L-D,10,170
22,1,O-R-D,10,170
23,1,O-L-D,10,180
24,1,O-R-D,10,170
25,1,O-L-D,10,180
26,1,O-R-D,10,180
27,1,O-L-D,10,180
28,1,O-R-D,10,180
29,1,O-L-D,10,190
30,1,O-R-D,10,170
31,1,O-L-D,10,180
32,1,O-R-D,10,170
33,1,O-L-D,10,180
34,1,O-R-D,10,170
35,1,O-L-D,10,190
36,1,O-R-D,10,180
37,1,O-L-D,10,190
38,1,O-R-D,10,170
39,1,O-L-D,10,190
40,1,O-R-D,10,170
1,2,O-L-R-D,40,0
2,2,O-L-D,170,40
3,2,O-L-D,10,150
4,2,O-L-R-D,170,0
5,2,O-L-D,10,150
6,2,O-L-R-D,190,0
7,2,O-L-R-D,170,0
8,2,O-L-R-D,190,0
9,2,O-L-D,10,170
10,2,O-L-R-D,170,0
11,2,O-L-D,10,170
12,2,O-L-R-D,190,0
13,2,O-L-R-D,200,0
14,2,O-L-R-D,190,0
15,2,O-L-R-D,200,0
16,2,O-L-R-D,200,0
17,2,O-L-R-D,200,0
18,2,O-L-R-D,190,0
19,2,O-L-R-D,200,0
20,2,O-L-R-D,190,0
21,2,O-L-R-D,190,0
22,2,O-L-R-D,190,0
23,2,O-L-R-D,200,0
24,2,O-L-R-D,190,0
25,2,O-L-R-D,200,0
26,2,O-L-R-D,200,0
27,2,O-L-R-D,200,0
28,2,O-L-R-D,200,0
29,2,O-L-D,10,190
30,2,O-L-R-D,190,0
31,2,O-L-R-D,200,0
32,2,O-L-R-D,190,0
33,2,O-L-R-D,200,0
34,2,O-L-R-D,190,0
35,2,O-L-D,10,190
36,2,O-L-R-D,200,0
37,2,O-L-D,10,190
38,2,O-L-R-D,190,0
39,2,O-L-D,10,190
40,2,O-L-R-D,190,0
1,3,O-L-R-D,40,0
2,3,O-R-D,30,180
3,3,O-L-D,10,150
4,3,O-L-R-D,170,0
5,3,O-L-R-D,170,0
6,3,O-L-R-D,190,0
7,3,O-L-R-D,170,0
8,3,O-L-R-D,190,0
