Round,Agent,Route,Cost,Regret
1,0,O-L-R-D,290,0
1,1,O-L-R-D,290,0
1,2,O-L-R-D,290,0
1,3,O-L-D,350,50
1,4,O-L-R-D,290,0
1,5,O-L-R-D,290,0
1,6,O-R-D,360,60
1,7,O-L-R-D,290,0
1,8,O-L-R-D,290,0
1,9,O-L-R-D,290,0
1,10,O-R-D,360,60
1,11,O-L-R-D,290,0
1,12,O-L-D,350,50
1,13,O-L-R-D,290,0
1,14,O-L-R-D,290,0
1,15,O-R-D,360,60
1,16,O-R-D,360,60
1,17,O-L-D,350,50
2,0,O-L-D,380,70
2,1,O-L-R-D,300,0
2,2,O-L-R-D,300,0
2,3,O-L-R-D,300,0
2,4,O-L-R-D,300,0
2,5,O-L-D,380,70
2,6,O-L-R-D,300,0
2,7,O-L-R-D,300,0
2,8,O-L-R-D,300,0
2,9,O-L-R-D,300,0
2,10,O-L-D,380,70
2,11,O-L-R-D,300,0
2,12,O-R-D,340,30
2,13,O-L-R-D,300,0
2,14,O-L-D,380,70
2,15,O-L-R-D,300,0
2,16,O-L-D,380,70
2,17,O-L-R-D,300,0
3,0,O-R-D,360,120
3,1,O-R-D,360,120
3,2,O-L-R-D,230,0
3,3,O-L-R-D,230,0
3,4,O-R-D,360,120
3,5,O-R-D,360,120
3,6,O-L-D,290,50
3,7,O-R-D,360,120
3,8,O-R-D,360,120
3,9,O-R-D,360,120
3,10,O-L-R-D,230,0
3,11,O-R-D,360,120
3,12,O-R-D,360,120
3,13,O-L-D,290,50
3,14,O-R-D,360,120
3,15,O-L-D,290,50
3,16,O-L-R-D,230,0
3,17,O-L-R-D,230,0
4,0,O-L-R-D,250,0
4,1,O-L-D,380,120
4,2,O-L-R-D,250,0
4,3,O-R-D,290,30
4,4,O-L-D,380,120
4,5,O-L-R-D,250,0
4,6,O-L-R-D,250,0
4,7,O-L-D,380,120
4,8,O-L-D,380,120
4,9,O-L-D,380,120
4,10,O-L-R-D,250,0
4,11,O-L-D,380,120
4,12,O-L-D,380,120
4,13,O-L-D,380,120
4,14,O-L-D,380,120
4,15,O-L-D,380,120
4,16,O-L-R-D,250,0
4,17,O-L-R-D,250,0
5,0,O-L-R-D,320,0
5,1,O-L-R-D,320,0
5,2,O-R-D,390,60
5,3,O-L-R-D,320,0
5,4,O-L-R-D,320,0
5,5,O-L-R-D,320,0
5,6,O-L-R-D,320,0
5,7,O-L-R-D,320,0
5,8,O-L-R-D,320,0
5,9,O-L-R-D,320,0
5,10,O-L-R-D,320,0
5,11,O-L-R-D,320,0
5,12,O-L-R-D,320,0
5,13,O-R-D,390,60
5,14,O-R-D,390,60
5,15,O-L-R-D,320,0
5,16,O-L-R-D,320,0
5,17,O-R-D,390,60
6,0,O-L-R-D,240,0
6,1,O-L-D,320,70
6,2,O-L-R-D,240,0
6,3,O-R-D,340,90
6,4,O-L-D,320,70
6,5,O-L-R-D,240,0
6,6,O-L-D,320,70
6,7,O-L-R-D,240,0
6,8,O-R-D,340,90
6,9,O-L-D,320,70
6,10,O-R-D,340,90
6,11,O-R-D,340,90
6,12,O-L-R-D,240,0
6,13,O-L-D,320,70
6,14,O-L-R-D,240,0
6,15,O-R-D,340,90
6,16,O-R-D,340,90
6,17,O-R-D,340,90
7,0,O-L-R-D,270,0
7,1,O-L-D,380,100
7,2,O-L-D,380,100
7,3,O-L-R-D,270,0
7,4,O-L-D,380,100
7,5,O-L-R-D,270,0
7,6,O-L-D,380,100
7,7,O-L-R-D,270,0
7,8,O-L-D,380,100
7,9,O-L-D,380,100
7,10,O-L-R-D,270,0
7,11,O-L-R-D,270,0
7,12,O-L-R-D,270,0
7,13,O-L-D,380,100
7,14,O-L-R-D,270,0
7,15,O-L-R-D,270,0
7,16,O-R-D,310,30
7,17,O-L-D,380,100
8,0,O-L-R-D,300,0
8,1,O-L-D,350,40
8,2,O-L-R-D,300,0
8,3,O-R-D,370,60
8,4,O-R-D,370,60
8,5,O-L-R-D,300,0
8,6,O-L-R-D,300,0
8,7,O-L-R-D,300,0
8,8,O-L-R-D,300,0
8,9,O-L-D,350,40
8,10,O-L-R-D,300,0
8,11,O-L-R-D,300,0
8,12,O-L-R-D,300,0
8,13,O-R-D,370,60
8,14,O-L-R-D,300,0
8,15,O-L-R-D,300,0
8,16,O-R-D,370,60
8,17,O-L-R-D,300,0
9,0,O-L-R-D,280,0
9,1,O-L-D,360,70
9,2,O-L-R-D,280,0
9,3,O-L-R-D,280,0
9,4,O-R-D,340,50
9,5,O-L-R-D,280,0
9,6,O-L-D,360,70
9,7,O-L-D,360,70
9,8,O-L-R-D,280,0
9,9,O-L-R-D,280,0
9,10,O-L-R-D,280,0
9,11,O-L-R-D,280,0
9,12,O-L-R-D,280,0
9,13,O-R-D,340,50
9,14,O-R-D,340,50
9,15,O-L-R-D,280,0
9,16,O-L-D,360,70
9,17,O-L-D,360,70
10,0,O-L-R-D,330,0
10,1,O-L-R-D,330,0
10,2,O-L-D,380,40
10,3,O-L-R-D,330,0
10,4,O-L-R-D,330,0
10,5,O-R-D,370,30
10,6,O-L-R-D,330,0
10,7,O-L-R-D,330,0
10,8,O-L-R-D,330,0
10,9,O-L-R-D,330,0
10,10,O-L-R-D,330,0
10,11,O-L-R-D,330,0
10,12,O-L-R-D,330,0
10,13,O-L-D,380,40
10,14,O-L-R-D,330,0
10,15,O-L-R-D,330,0
10,16,O-L-R-D,330,0
10,17,O-L-R-D,330,0
11,0,O-L-R-D,290,0
11,1,O-L-D,370,70
11,2,O-L-R-D,290,0
11,3,O-L-R-D,290,0
11,4,O-L-D,370,70
11,5,O-R-D,340,40
11,6,O-L-D,370,70
11,7,O-L-D,370,70
11,8,O-L-R-D,290,0
11,9,O-L-R-D,290,0
11,10,O-L-R-D,290,0
11,11,O-L-R-D,290,0
11,12,O-L-R-D,290,0
11,13,O-L-R-D,290,0
11,14,O-R-D,340,40
11,15,O-L-D,370,70
11,16,O-L-R-D,290,0
11,17,O-L-R-D,290,0
12,0,O-L-R-D,330,0
12,1,O-L-R-D,330,0
12,2,O-L-R-D,330,0
12,3,O-L-R-D,330,0
12,4,O-R-D,370,30
12,5,O-L-R-D,330,0
12,6,O-L-R-D,330,0
12,7,O-L-R-D,330,0
12,8,O-L-R-D,330,0
12,9,O-L-R-D,330,0
12,10,O-L-R-D,330,0
12,11,O-L-R-D,330,0
12,12,O-L-R-D,330,0
12,13,O-L-D,380,40
12,14,O-L-R-D,330,0
12,15,O-L-R-D,330,0
12,16,O-L-D,380,40
12,17,O-L-R-D,330,0
13,0,O-R-D,370,100
13,1,O-L-D,310,40
13,2,O-R-D,370,100
13,3,O-R-D,370,100
13,4,O-L-R-D,260,0
13,5,O-L-R-D,260,0
13,6,O-R-D,370,100
13,7,O-R-D,370,100
13,8,O-R-D,370,100
13,9,O-L-R-D,260,0
13,10,O-L-D,310,40
13,11,O-R-D,370,100
13,12,O-L-R-D,260,0
13,13,O-L-R-D,260,0
13,14,O-L-R-D,260,0
13,15,O-L-R-D,260,0
13,16,O-R-D,370,100
13,17,O-L-R-D,260,0
14,0,O-L-R-D,330,0
14,1,O-L-D,380,40
14,2,O-L-R-D,330,0
