Round,Agent,Route,Payoff,Regret
1,0,O-L-D,140,0
2,0,O-L-D,20,150
3,0,O-R-D,30,130
4,0,O-L-D,30,130
5,0,O-R-D,30,130
6,0,O-L-D,30,130
7,0,O-R-D,30,130
8,0,O-L-D,30,130
9,0,O-R-D,30,130
10,0,O-L-D,30,130
11,0,O-R-D,30,130
12,0,O-L-D,30,130
13,0,O-R-D,30,130
14,0,O-L-D,30,130
15,0,O-R-D,30,130
16,0,O-L-D,30,130
17,0,O-R-D,30,130
18,0,O-L-D,30,130
19,0,O-R-D,30,130
20,0,O-L-D,30,130
21,0,O-R-D,30,130
22,0,O-L-D,30,130
23,0,O-R-D,30,130
24,0,O-L-D,30,130
25,0,O-R-D,30,130
26,0,O-L-D,30,130
27,0,O-R-D,30,130
28,0,O-L-D,30,130
29,0,O-R-D,30,130
30,0,O-L-D,30,130
31,0,O-R-D,30,130
32,0,O-L-D,30,130
33,0,O-R-D,30,130
34,0,O-L-D,30,130
35,0,O-R-D,30,130
36,0,O-L-D,20,150
37,0,O-R-D,20,150
38,0,O-L-D,20,150
39,0,O-R-D,20,150
40,0,O-L-D,20,150
1,1,O-R-D,60,70
2,1,O-L-D,20,150
3,1,O-R-D,30,130
4,1,O-L-D,30,130
5,1,O-R-D,30,130
6,1,O-L-D,30,130
7,1,O-R-D,30,130
8,1,O-L-D,30,130
9,1,O-R-D,30,130
10,1,O-L-D,30,130
11,1,O-R-D,30,130
12,1,O-L-D,30,130
13,1,O-R-D,30,130
14,1,O-L-D,30,130
15,1,O-R-D,30,130
16,1,O-L-D,30,130
17,1,O-R-D,30,130
18,1,O-L-D,30,130
19,1,O-R-D,30,130
20,1,O-L-D,30,130
21,1,O-R-D,30,130
22,1,O-L-D,30,130
23,1,O-R-D,30,130
24,1,O-L-D,30,130
25,1,O-R-D,30,130
26,1,O-L-D,30,130
27,1,O-R-D,30,130
28,1,O-L-D,30,130
29,1,O-R-D,30,130
30,1,O-L-D,30,130
31,1,O-R-D,30,130
32,1,O-L-D,30,130
33,1,O-R-D,30,130
34,1,O-L-D,30,130
35,1,O-R-D,30,130
36,1,O-L-D,20,150
37,1,O-R-D,20,150
38,1,O-L-D,20,150
39,1,O-R-D,20,150
40,1,O-L-D,20,150
1,2,O-R-D,60,70
2,2,O-L-D,20,150
3,2,O-R-D,30,130
4,2,O-L-D,30,130
5,2,O-R-D,30,130
6,2,O-L-D,30,130
7,2,O-R-D,30,130
8,2,O-L-D,30,130
9,2,O-R-D,30,130
10,2,O-L-D,30,130
11,2,O-R-D,30,130
12,2,O-L-D,30,130
13,2,O-R-D,30,130
14,2,O-L-D,30,130
15,2,O-R-D,30,130
16,2,O-L-D,30,130
17,2,O-R-D,30,130
18,2,O-L-D,30,130
19,2,O-R-D,30,130
20,2,O-L-D,30,130
21,2,O-R-D,30,130
22,2,O-L-D,30,130
23,2,O-R-D,30,130
24,2,O-L-D,30,130
25,2,O-R-D,30,130
26,2,O-L-D,30,130
27,2,O-R-D,30,130
28,2,O-L-D,30,130
29,2,O-R-D,30,130
30,2,O-L-D,30,130
31,2,O-R-D,30,130
32,2,O-L-D,30,130
33,2,O-R-D,30,130
34,2,O-L-D,30,130
35,2,O-R-D,30,130
36,2,O-L-D,20,150
37,2,O-R-D,20,150
38,2,O-L-D,20,150
39,2,O-R-D,20,150
40,2,O-L-D,20,150
1,3,O-R-D,60,70
2,3,O-L-D,20,150
3,3,O-R-D,30,130
4,3,O-L-D,30,130
5,3,O-R-D,30,130
6,3,O-L-D,30,130
7,3,O-R-D,30,130
8,3,O-L-D,30,130
9,3,O-R-D,30,130
10,3,O-L-D,30,130
11,3,O-R-D,30,130
12,3,O-L-D,30,130
13,3,O-R-D,30,130
14,3,O-L-D,30,130
15,3,O-R-D,30,130
16,3,O-L-D,30,130
17,3,O-R-D,30,130
18,3,O-L-D,30,130
19,3,O-R-D,30,130
20,3,O-L-D,30,130
21,3,O-R-D,30,130
22,3,O-L-D,30,130
23,3,O-R-D,30,130
24,3,O-L-D,30,130
25,3,O-R-D,30,130
26,3,O-L-D,30,130
27,3,O-R-D,30,130
28,3,O-L-D,30,130
29,3,O-R-D,30,130
30,3,O-L-D,30,130
31,3,O-R-D,30,130
32,3,O-L-D,30,130
33,3,O-R-D,30,130
34,3,O-L-D,30,130
35,3,O-R-D,30,130
36,3,O-L-D,20,150
37,3,O-R-D,20,150
38,3,O-L-D,20,150
39,3,O-R-D,20,150
40,3,O-L-D,20,150
1,4,O-R-D,60,70
2,4,O-L-D,20,150
3,4,O-R-D,30,130
4,4,O-L-D,30,130
5,4,O-R-D,30,130
6,4,O-L-D,30,130
7,4,O-R-D,30,130
8,4,O-L-D,30,130
9,4,O-R-D,30,130
10,4,O-L-D,30,130
11,4,O-R-D,30,130
12,4,O-L-D,30,130
13,4,O-R-D,30,130
14,4,O-L-D,30,130
15,4,O-R-D,30,130
16,4,O-L-D,30,130
17,4,O-R-D,30,130
18,4,O-L-D,30,130
19,4,O-R-D,30,130
20,4,O-L-D,30,130
21,4,O-R-D,30,130
22,4,O-L-D,30,130
23,4,O-R-D,30,130
24,4,O-L-D,30,130
25,4,O-R-D,30,130
26,4,O-L-D,30,130
27,4,O-R-D,30,130
28,4,O-L-D,30,130
29,4,O-R-D,30,130
30,4,O-L-D,30,130
31,4,O-R-D,30,130
32,4,O-L-D,30,130
33,4,O-R-D,30,130
34,4,O-L-D,30,130
35,4,O-R-D,30,130
36,4,O-L-D,20,150
37,4,O-R-D,20,150
38,4,O-L-D,20,150
39,4,O-R-D,20,150
40,4,O-L-D,20,150
1,5,O-R-D,60,70
2,5,O-L-D,20,150
3,5,O-R-D,30,130
4,5,O-L-D,30,130
5,5,O-R-D,30,130
6,5,O-L-D,30,130
7,5,O-R-D,30,130
8,5,O-L-D,30,130
9,5,O-R-D,30,130
10,5,O-L-D,30,130
11,5,O-R-D,30,130
12,5,O-L-D,30,130
13,5,O-R-D,30,130
14,5,O-L-D,30,130
15,5,O-R-D,30,130
16,5,O-L-D,30,130
17,5,O-R-D,30,130
18,5,O-L-D,30,130
19,5,O-R-D,30,130
20,5,O-L-D,30,130
21,5,O-R-D,30,130
22,5,O-L-D,30,130
23,5,O-R-D,30,130
24,5,O-L-D,30,130
25,5,O-R-D,30,130
26,5,O-L-D,30,130
27,5,O-R-D,30,130
28,5,O-L-D,30,130
29,5,O-R-D,30,130
30,5,O-L-D,30,130
31,5,O-R-D,30,130
32,5,O-L-D,30,130
33,5,O-R-D,30,130
34,5,O-L-D,30,130
35,5,O-R-D,30,130
36,5,O-L-D,20,150
37,5,O-R-D,20,150
38,5,O-L-D,20,150
39,5,O-R-D,20,150
40,5,O-L-D,20,150
1,6,O-R-D,60,70
2,6,O-R-D,180,0
3,6,O-L-D,170,0
4,6,O-R-D,170,0
5,6,O-L-D,170,0
6,6,O-R-D,170,0
7,6,O-L-D,170,0
8,6,O-R-D,170,0
9,6,O-L-D,170,0
10,6,O-R-D,170,0
11,6,O-L-D,170,0
12,6,O-R-D,170,0
13,6,O-L-D,170,0
14,6,O-R-D,170,0
15,6,O-L-D,170,0
16,6,O-R-D,170,0
17,6,O-L-D,170,0
18,6,O-R-D,170,0
19,6,O-L-D,170,0
20,6,O-R-D,170,0
21,6,O-L-D,170,0
22,6,O-R-D,170,0
23,6,O-L-D,170,0
24,6,O-R-D,170,0
25,6,O-L-D,170,0
26,6,O-R-D,170,0
27,6,O-L-D,170,0
28,6,O-R-D,170,0
29,6,O-L-D,170,0
30,6,O-R-D,170,0
31,6,O-L-D,170,0
32,6,O-R-D,170,0
33,6,O-L-D,170,0
34,6,O-R-D,170,0
35,6,O-L-D,170,0
36,6,O-R-D,180,0
37,6,O-L-D,180,0
38,6,O-R-D,180,0
