Round,Agent,Route,Payoff,Regret
1,0,O-L-R-D,40,0
2,0,O-R-D,30,180
3,0,O-L-D,20,150
4,0,O-R-D,20,100
5,0,O-L-D,30,110
6,0,O-R-D,10,90
7,0,O-L-D,60,110
8,0,O-L-D,60,30
9,0,O-L-D,70,100
10,0,O-L-D,30,70
11,0,O-R-D,20,80
12,0,O-L-D,40,70
13,0,O-L-R-D,90,0
14,0,O-L-R-D,170,0
15,0,O-L-R-D,120,0
16,0,O-L-R-D,130,0
17,0,O-L-R-D,110,0
18,0,O-L-R-D,150,0
19,0,O-L-R-D,130,0
20,0,O-L-R-D,120,0
21,0,O-L-R-D,120,0
22,0,O-R-D,20,80
23,0,O-L-D,60,80
24,0,O-L-R-D,100,0
25,0,O-L-R-D,160,0
26,0,O-L-R-D,100,0
27,0,O-R-D,90,40
28,0,O-L-D,60,30
29,0,O-L-R-D,170,0
30,0,O-L-R-D,110,0
31,0,O-L-D,80,50
32,0,O-L-R-D,110,0
33,0,O-L-R-D,140,0
34,0,O-L-R-D,110,0
35,0,O-R-D,40,70
36,0,O-L-D,40,60
37,0,O-L-R-D,120,0
38,0,O-L-R-D,100,0
39,0,O-R-D,50,130
40,0,O-L-D,50,80
1,1,O-L-R-D,40,0
2,1,O-L-D,170,40
3,1,O-R-D,140,30
4,1,O-L-D,90,30
5,1,O-L-R-D,150,0
6,1,O-L-R-D,110,0
7,1,O-L-D,60,110
8,1,O-L-R-D,100,0
9,1,O-R-D,90,80
10,1,O-L-R-D,110,0
11,1,O-L-R-D,110,0
12,1,O-L-R-D,120,0
13,1,O-L-R-D,90,0
14,1,O-R-D,40,120
15,1,O-L-R-D,120,0
16,1,O-L-D,80,40
17,1,O-L-R-D,110,0
18,1,O-R-D,30,110
19,1,O-L-D,40,80
20,1,O-L-R-D,120,0
21,1,O-L-R-D,120,0
22,1,O-L-R-D,110,0
23,1,O-L-R-D,150,0
24,1,O-L-D,50,40
25,1,O-L-R-D,160,0
26,1,O-R-D,20,70
27,1,O-L-R-D,140,0
28,1,O-L-R-D,100,0
29,1,O-L-D,90,70
30,1,O-L-R-D,110,0
31,1,O-L-R-D,140,0
32,1,O-L-R-D,110,0
33,1,O-L-R-D,140,0
34,1,O-L-R-D,110,0
35,1,O-L-R-D,120,0
36,1,O-L-R-D,110,0
37,1,O-L-R-D,120,0
38,1,O-L-R-D,100,0
39,1,O-L-D,120,60
40,1,O-L-R-D,140,0
1,2,O-L-R-D,40,0
2,2,O-R-D,30,180
3,2,O-L-D,20,150
4,2,O-R-D,20,100
5,2,O-L-R-D,150,0
6,2,O-L-R-D,110,0
7,2,O-L-R-D,180,0
8,2,O-L-R-D,100,0
9,2,O-L-R-D,180,0
10,2,O-L-R-D,110,0
11,2,O-L-R-D,110,0
12,2,O-L-D,40,70
13,2,O-R-D,20,60
14,2,O-L-R-D,170,0
15,2,O-L-R-D,120,0
16,2,O-L-R-D,130,0
17,2,O-L-R-D,110,0
18,2,O-L-D,100,40
19,2,O-L-R-D,130,0
20,2,O-L-R-D,120,0
21,2,O-L-R-D,120,0
22,2,O-L-R-D,110,0
23,2,O-L-R-D,150,0
24,2,O-L-R-D,100,0
25,2,O-L-D,60,90
26,2,O-L-R-D,100,0
27,2,O-L-D,30,100
28,2,O-L-R-D,100,0
29,2,O-R-D,60,100
30,2,O-L-D,30,70
31,2,O-L-R-D,140,0
32,2,O-L-R-D,110,0
33,2,O-L-D,80,50
34,2,O-L-R-D,110,0
35,2,O-L-R-D,120,0
36,2,O-L-R-D,110,0
37,2,O-L-D,60,50
38,2,O-L-R-D,100,0
39,2,O-L-D,120,60
40,2,O-L-D,50,80
1,3,O-L-R-D,40,0
2,3,O-R-D,30,180
3,3,O-L-D,20,150
