Round,Agent,Route,Payoff,Regret
1,0,O-L-D,110,0
2,0,O-R-D,100,0
3,0,O-L-D,100,0
4,0,O-R-D,90,10
5,0,O-L-D,70,50
6,0,O-R-D,20,150
7,0,O-L-D,20,150
8,0,O-R-D,10,170
9,0,O-L-D,10,170
10,0,O-R-D,10,170
11,0,O-L-D,10,170
12,0,O-R-D,10,170
13,0,O-L-D,20,150
14,0,O-R-D,10,170
15,0,O-L-D,10,170
16,0,O-R-D,20,150
17,0,O-R-D,180,0
18,0,O-R-D,10,170
19,0,O-L-D,10,170
20,0,O-R-D,20,150
21,0,O-L-D,10,170
22,0,O-R-D,10,170
23,0,O-L-D,10,170
24,0,O-R-D,10,170
25,0,O-L-D,10,170
26,0,O-R-D,10,170
27,0,O-L-D,10,170
28,0,O-R-D,10,170
29,0,O-L-D,10,170
30,0,O-L-D,180,0
31,0,O-L-D,10,170
32,0,O-R-D,10,170
33,0,O-L-D,10,170
34,0,O-R-D,10,170
35,0,O-L-D,10,170
36,0,O-R-D,20,150
37,0,O-L-D,10,170
38,0,O-R-D,10,170
39,0,O-L-D,10,170
40,0,O-R-D,10,170
1,1,O-L-D,110,0
2,1,O-R-D,100,0
3,1,O-R-D,100,0
4,1,O-R-D,90,10
5,1,O-L-D,70,50
6,1,O-R-D,20,150
7,1,O-L-D,20,150
8,1,O-R-D,10,170
9,1,O-L-D,10,170
10,1,O-R-D,10,170
11,1,O-L-D,10,170
12,1,O-R-D,10,170
13,1,O-L-D,20,150
14,1,O-R-D,10,170
15,1,O-L-D,10,170
16,1,O-R-D,20,150
17,1,O-L-D,20,150
18,1,O-R-D,10,170
19,1,O-L-D,10,170
20,1,O-R-D,20,150
21,1,O-L-D,10,170
22,1,O-R-D,10,170
23,1,O-L-D,10,170
24,1,O-R-D,10,170
25,1,O-L-D,10,170
26,1,O-R-D,10,170
27,1,O-L-D,10,170
28,1,O-R-D,10,170
29,1,O-L-D,10,170
30,1,O-R-D,20,150
31,1,O-L-D,10,170
32,1,O-R-D,10,170
33,1,O-L-D,10,170
34,1,O-R-D,10,170
35,1,O-L-D,10,170
36,1,O-R-D,20,150
37,1,O-L-D,10,170
38,1,O-R-D,10,170
39,1,O-L-D,10,170
40,1,O-R-D,10,170
1,2,O-R-D,90,10
2,2,O-L-D,100,0
3,2,O-R-D,100,0
4,2,O-L-D,110,0
5,2,O-L-D,70,50
6,2,O-R-D,20,150
7,2,O-L-D,20,150
8,2,O-R-D,10,170
9,2,O-L-D,10,170
10,2,O-R-D,10,170
11,2,O-L-D,10,170
12,2,O-R-D,10,170
13,2,O-L-D,20,150
14,2,O-R-D,10,170
15,2,O-L-D,10,170
16,2,O-R-D,20,150
17,2,O-L-D,20,150
18,2,O-R-D,10,170
19,2,O-L-D,10,170
20,2,O-R-D,20,150
21,2,O-L-D,10,170
22,2,O-R-D,10,170
23,2,O-L-D,10,170
24,2,O-R-D,10,170
25,2,O-L-D,10,170
26,2,O-R-D,10,170
27,2,O-L-D,10,170
28,2,O-R-D,10,170
29,2,O-L-D,10,170
30,2,O-R-D,20,150
31,2,O-L-D,10,170
32,2,O-R-D,10,170
33,2,O-L-D,10,170
34,2,O-R-D,10,170
35,2,O-L-D,10,170
36,2,O-R-D,20,150
37,2,O-L-D,10,170
38,2,O-R-D,10,170
39,2,O-L-D,10,170
40,2,O-R-D,10,170
1,3,O-L-D,110,0
2,3,O-R-D,100,0
3,3,O-L-D,100,0
4,3,O-R-D,90,10
5,3,O-L-D,70,50
6,3,O-R-D,20,150
7,3,O-L-D,20,150
8,3,O-R-D,10,170
9,3,O-L-D,10,170
10,3,O-R-D,10,170
11,3,O-L-D,10,170
12,3,O-R-D,10,170
13,3,O-L-D,20,150
14,3,O-R-D,10,170
15,3,O-L-D,10,170
16,3,O-R-D,20,150
17,3,O-L-D,20,150
18,3,O-R-D,10,170
19,3,O-L-D,10,170
20,3,O-R-D,20,150
21,3,O-L-D,10,170
22,3,O-R-D,10,170
23,3,O-L-D,10,170
24,3,O-R-D,10,170
25,3,O-L-D,10,170
26,3,O-R-D,10,170
27,3,O-L-D,10,170
28,3,O-R-D,10,170
29,3,O-L-D,10,170
30,3,O-R-D,20,150
31,3,O-L-D,10,170
32,3,O-R-D,10,170
33,3,O-L-D,10,170
34,3,O-R-D,10,170
35,3,O-L-D,10,170
36,3,O-R-D,20,150
37,3,O-L-D,10,170
38,3,O-R-D,10,170
39,3,O-L-D,10,170
40,3,O-R-D,10,170
1,4,O-R-D,90,10
2,4,O-L-D,100,0
3,4,O-R-D,100,0
4,4,O-R-D,90,10
5,4,O-L-D,70,50
6,4,O-R-D,20,150
7,4,O-L-D,20,150
8,4,O-R-D,10,170
9,4,O-L-D,10,170
10,4,O-R-D,10,170
11,4,O-L-D,10,170
12,4,O-R-D,10,170
13,4,O-L-D,20,150
14,4,O-R-D,10,170
15,4,O-L-D,10,170
16,4,O-R-D,20,150
17,4,O-L-D,20,150
18,4,O-R-D,10,170
19,4,O-L-D,10,170
20,4,O-R-D,20,150
21,4,O-L-D,10,170
22,4,O-R-D,10,170
23,4,O-L-D,10,170
24,4,O-R-D,10,170
25,4,O-L-D,10,170
26,4,O-R-D,10,170
27,4,O-L-D,10,170
28,4,O-R-D,10,170
29,4,O-L-D,10,170
30,4,O-R-D,20,150
31,4,O-L-D,10,170
32,4,O-R-D,10,170
33,4,O-L-D,10,170
34,4,O-R-D,10,170
35,4,O-L-D,10,170
36,4,O-R-D,20,150
37,4,O-L-D,10,170
38,4,O-R-D,10,170
