Round,Agent,Route,Payoff,Regret
1,0,O-L-R-D,100,0
2,0,O-L-D,40,170
3,0,O-L-R-D,140,0
4,0,O-L-D,10,190
5,0,O-R-D,10,190
6,0,O-L-D,10,170
7,0,O-R-D,10,170
8,0,O-L-D,10,170
9,0,O-R-D,10,160
10,0,O-L-D,10,160
11,0,O-R-D,10,160
12,0,O-L-D,10,160
13,0,O-R-D,10,160
14,0,O-L-D,10,160
15,0,O-R-D,10,160
16,0,O-L-D,10,160
17,0,O-R-D,10,160
18,0,O-L-D,10,160
19,0,O-R-D,10,160
20,0,O-L-D,10,160
21,0,O-R-D,10,160
22,0,O-L-D,10,160
23,0,O-R-D,10,160
24,0,O-L-D,10,160
25,0,O-R-D,10,160
26,0,O-L-D,10,160
27,0,O-R-D,10,160
28,0,O-L-D,10,160
29,0,O-R-D,10,160
30,0,O-L-D,10,160
31,0,O-R-D,10,160
32,0,O-L-D,10,160
33,0,O-R-D,10,160
34,0,O-L-D,10,160
35,0,O-R-D,10,160
36,0,O-L-D,10,160
37,0,O-R-D,10,160
38,0,O-L-D,10,160
39,0,O-R-D,10,160
40,0,O-L-D,10,160
1,1,O-L-R-D,100,0
2,1,O-L-D,40,170
3,1,O-L-R-D,140,0
4,1,O-L-D,10,190
5,1,O-R-D,10,190
6,1,O-L-D,10,170
7,1,O-R-D,10,170
8,1,O-L-D,10,170
9,1,O-R-D,10,160
10,1,O-L-D,10,160
11,1,O-R-D,10,160
12,1,O-L-D,10,160
13,1,O-R-D,10,160
14,1,O-L-D,10,160
15,1,O-R-D,10,160
16,1,O-L-D,10,160
17,1,O-R-D,10,160
18,1,O-L-D,10,160
19,1,O-R-D,10,160
20,1,O-L-D,10,160
21,1,O-R-D,10,160
22,1,O-L-D,10,160
23,1,O-R-D,10,160
24,1,O-L-D,10,160
25,1,O-R-D,10,160
26,1,O-L-D,10,160
27,1,O-R-D,10,160
28,1,O-L-D,10,160
29,1,O-R-D,10,160
30,1,O-L-D,10,160
31,1,O-R-D,10,160
32,1,O-L-D,10,160
33,1,O-R-D,10,160
34,1,O-L-D,10,160
35,1,O-R-D,10,160
36,1,O-L-D,10,160
37,1,O-R-D,10,160
38,1,O-L-D,10,160
39,1,O-R-D,10,160
40,1,O-L-D,10,160
1,2,O-L-R-D,100,0
2,2,O-L-D,40,170
3,2,O-R-D,10,120
4,2,O-L-D,10,190
5,2,O-L-R-D,210,0
6,2,O-L-R-D,190,0
7,2,O-L-R-D,190,0
8,2,O-L-R-D,190,0
9,2,O-L-R-D,180,0
10,2,O-L-R-D,180,0
11,2,O-L-R-D,180,0
12,2,O-L-R-D,180,0
13,2,O-L-R-D,180,0
14,2,O-L-R-D,180,0
15,2,O-L-R-D,180,0
16,2,O-L-R-D,180,0
17,2,O-L-R-D,180,0
18,2,O-L-R-D,180,0
19,2,O-L-R-D,180,0
20,2,O-L-R-D,180,0
21,2,O-L-R-D,180,0
22,2,O-L-R-D,180,0
23,2,O-L-R-D,180,0
24,2,O-L-R-D,180,0
25,2,O-L-R-D,180,0
26,2,O-L-R-D,180,0
27,2,O-L-R-D,180,0
28,2,O-L-R-D,180,0
29,2,O-L-R-D,180,0
30,2,O-L-R-D,180,0
31,2,O-L-R-D,180,0
32,2,O-L-R-D,180,0
33,2,O-L-R-D,180,0
34,2,O-L-R-D,180,0
35,2,O-L-R-D,180,0
36,2,O-L-R-D,180,0
37,2,O-L-R-D,180,0
38,2,O-L-R-D,180,0
39,2,O-L-R-D,180,0
40,2,O-L-R-D,180,0
1,3,O-R-D,20,70
2,3,O-L-D,40,170
3,3,O-L-R-D,140,0
4,3,O-L-D,10,190
5,3,O-R-D,10,190
6,3,O-L-D,10,170
7,3,O-R-D,10,170
8,3,O-L-D,10,170
